2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	138
3	4
3	5
3	6
3	7
3	8
4	5
4	6
5	6
5	7
5	32
6	7
6	8
6	9
6	10
6	32
6	33
6	138
7	8
7	9
7	10
7	11
7	28
7	29
7	32
7	33
7	34
7	35
7	90
7	138
8	9
8	10
8	32
8	33
8	34
9	10
9	11
9	33
9	34
9	35
9	89
10	11
10	12
10	33
10	34
10	35
10	36
10	89
10	90
10	138
11	12
11	13
11	34
11	35
11	36
11	84
11	87
11	88
11	89
11	90
11	91
11	136
12	13
12	14
12	29
12	34
12	35
12	36
12	37
12	38
12	84
12	88
12	89
12	90
12	91
12	92
13	14
13	15
13	35
13	36
13	37
13	38
13	39
13	76
13	77
13	80
13	84
13	88
13	90
13	91
13	92
13	93
13	125
14	15
14	16
14	17
14	22
14	25
14	26
14	29
14	36
14	37
14	38
14	39
14	90
14	91
14	92
14	93
14	94
15	16
15	17
15	22
15	37
15	38
15	39
15	67
15	76
15	91
15	92
15	93
15	94
15	95
15	125
16	17
16	18
16	19
16	21
16	22
16	23
16	38
16	39
16	40
16	67
16	94
16	95
17	18
17	19
17	22
17	23
17	24
17	26
17	38
17	39
17	40
17	46
17	49
17	53
17	94
18	19
18	20
18	22
18	23
18	38
18	39
18	40
18	41
18	42
18	45
18	46
18	49
18	53
19	20
19	21
19	22
19	23
19	24
19	40
19	41
19	42
19	45
19	49
19	94
19	194
19	195
20	21
20	22
20	23
20	24
20	25
20	94
20	193
20	194
20	195
20	225
21	22
21	23
21	24
21	25
21	26
21	94
21	144
21	189
21	192
21	194
21	225
22	23
22	24
22	25
22	26
22	27
22	38
22	53
22	94
23	24
23	25
23	26
23	27
23	28
23	49
23	52
23	53
23	56
23	94
24	25
24	26
24	27
24	28
24	29
24	53
24	225
24	226
25	26
25	27
25	28
25	29
25	30
25	36
25	92
25	94
25	144
25	225
26	27
26	28
26	29
26	30
26	31
26	36
26	37
26	38
26	53
26	58
26	60
27	28
27	29
27	30
27	31
27	32
27	52
27	53
27	56
27	58
28	29
28	30
28	31
28	32
28	33
28	58
28	226
29	30
29	31
29	32
29	33
29	34
29	35
29	36
29	90
29	92
30	31
30	32
30	33
30	34
30	35
30	36
30	58
30	59
30	60
31	32
31	33
31	34
31	58
32	33
32	34
33	34
33	35
33	59
34	35
34	36
34	58
34	59
34	90
35	36
35	37
35	59
35	60
35	83
35	84
36	37
36	38
36	59
36	60
36	61
36	62
36	83
36	84
37	38
37	39
37	60
37	61
37	62
37	63
37	76
37	79
37	80
37	83
37	84
38	39
38	40
38	46
38	50
38	53
38	60
38	61
38	62
38	63
38	64
38	76
39	40
39	41
39	46
39	61
39	62
39	63
39	64
39	65
39	67
39	76
40	41
40	42
40	43
40	45
40	46
40	63
40	64
40	65
40	66
41	42
41	43
41	46
41	64
41	65
41	66
41	67
41	97
41	113
41	117
42	43
42	44
42	45
42	46
42	47
42	64
42	65
43	44
43	45
43	46
43	47
43	48
43	50
43	62
43	63
43	64
44	45
44	46
44	47
44	48
44	49
44	64
45	46
45	47
45	48
45	49
45	50
46	47
46	48
46	49
