239	233	26	14	0	227	8	10	0	26	14	0	14	7	0	0	63	48	0	0	221	6	9	0	8	10	0	4	6	0	0	24	39	0	0	26	14	0	2	3	0	0	5	6	0	0	14	7	0	0	63	48	0	0	215	6	9	0	6	9	0	4	6	0	0	17	36	0	0	8	10	0	2	3	0	0	2	6	0	0	4	6	0	0	24	39	0	0	26	14	0	0	0	0	0	4	0	0	0	2	3	0	0	5	6	0	0	14	7	0	0	63	48	0	0	209	6	8	0	6	9	0	4	6	0	0	17	36	0	0	6	9	0	2	3	0	0	2	6	0	0	4	6	0	0	17	36	0	0	8	10	0	0	0	0	0	0	0	0	0	2	3	0	0	2	6	0	0	4	6	0	0	24	39	0	0	26	14	0	4	2	0	0	8	0	0	0	0	0	0	0	4	0	0	0	2	3	0	0	5	6	0	0	14	7	0	0	63	48	0	0
362	353	44	31	0	344	20	22	0	44	31	0	26	17	0	0	113	91	0	0	335	18	20	0	20	22	0	16	15	0	0	64	71	0	0	44	31	0	9	10	0	0	11	10	0	0	26	17	0	0	113	91	0	0	326	17	20	0	18	20	0	16	15	0	0	57	65	0	0	20	22	0	7	10	0	0	5	10	0	0	16	15	0	0	64	71	0	0	44	31	0	13	0	0	0	7	3	0	0	9	10	0	0	11	10	0	0	26	17	0	0	113	91	0	0	317	13	16	0	17	20	0	12	15	0	0	54	65	0	0	18	20	0	7	10	0	0	5	10	0	0	16	15	0	0	57	65	0	0	20	22	0	5	0	0	0	1	0	0	0	7	10	0	0	5	10	0	0	16	15	0	0	64	71	0	0	44	31	0	4	12	0	0	9	12	0	0	13	0	0	0	7	3	0	0	9	10	0	0	11	10	0	0	26	17	0	0	113	91	0	0
369	360	53	27	0	351	31	14	0	53	27	0	34	7	0	0	134	53	0	0	342	30	14	0	31	14	0	29	7	0	0	95	28	0	0	53	27	0	11	0	0	0	14	0	0	0	34	7	0	0	134	53	0	0	333	29	14	0	30	14	0	29	7	0	0	95	28	0	0	31	14	0	9	0	0	0	8	0	0	0	29	7	0	0	95	28	0	0	53	27	0	13	0	0	0	8	4	0	0	11	0	0	0	14	0	0	0	34	7	0	0	134	53	0	0	324	25	14	0	29	14	0	25	7	0	0	92	28	0	0	30	14	0	9	0	0	0	8	0	0	0	29	7	0	0	95	28	0	0	31	14	0	5	0	0	0	1	0	0	0	9	0	0	0	8	0	0	0	29	7	0	0	95	28	0	0	53	27	0	8	0	0	0	13	16	0	0	13	0	0	0	8	4	0	0	11	0	0	0	14	0	0	0	34	7	0	0	134	53	0	0
438	427	61	43	0	416	31	28	0	61	43	0	33	21	0	0	145	112	0	0	405	30	28	0	31	28	0	28	21	0	0	91	77	0	0	61	43	0	11	0	0	0	19	0	0	0	33	21	0	0	145	112	0	0	394	29	28	0	30	28	0	28	21	0	0	91	77	0	0	31	28	0	9	0	0	0	10	0	0	0	28	21	0	0	91	77	0	0	61	43	0	13	0	0	0	9	3	0	0	11	0	0	0	19	0	0	0	33	21	0	0	145	112	0	0	383	25	28	0	29	28	0	24	21	0	0	88	77	0	0	30	28	0	9	0	0	0	10	0	0	0	28	21	0	0	91	77	0	0	31	28	0	5	0	0	0	1	0	0	0	9	0	0	0	10	0	0	0	28	21	0	0	91	77	0	0	61	43	0	7	0	0	0	13	12	0	0	13	0	0	0	9	3	0	0	11	0	0	0	19	0	0	0	33	21	0	0	145	112	0	0
478	466	63	52	0	454	29	34	0	63	52	0	29	34	0	0	148	142	0	0	442	29	32	0	29	34	0	29	24	0	0	87	104	0	0	63	52	0	14	0	0	0	20	0	0	0	29	34	0	0	148	142	0	0	430	27	32	0	29	32	0	29	24	0	0	87	104	0	0	29	34	0	7	0	0	0	7	0	0	0	29	24	0	0	87	104	0	0	63	52	0	13	0	0	0	8	4	0	0	14	0	0	0	20	0	0	0	29	34	0	0	148	142	0	0	418	23	32	0	27	32	0	25	24	0	0	81	104	0	0	29	32	0	7	0	0	0	7	0	0	0	29	24	0	0	87	104	0	0	29	34	0	5	0	0	0	1	0	0	0	7	0	0	0	7	0	0	0	29	24	0	0	87	104	0	0	63	52	0	3	0	0	0	9	8	0	0	13	0	0	0	8	4	0	0	14	0	0	0	20	0	0	0	29	34	0	0	148	142	0	0
419	409	56	9	14	399	41	0	0	56	9	14	41	0	2	0	139	9	14	0	389	39	0	0	41	0	0	39	0	0	0	125	0	0	0	56	9	14	21	0	0	0	19	18	0	0	41	0	2	0	139	9	14	0	379	36	0	0	39	0	0	37	0	0	0	118	0	0	0	41	0	0	13	0	0	0	10	0	0	0	39	0	0	0	125	0	0	0	56	9	14	15	0	0	0	6	9	0	0	21	0	0	0	19	18	0	0	41	0	2	0	139	9	14	0	369	29	0	0	36	0	0	33	0	0	0	110	0	0	0	39	0	0	13	0	0	0	10	0	0	0	37	0	0	0	118	0	0	0	41	0	0	7	0	0	0	2	0	0	0	13	0	0	0	10	0	0	0	39	0	0	0	125	0	0	0	56	9	14	8	0	8	0	2	0	0	0	15	0	0	0	6	9	0	0	21	0	0	0	19	18	0	0	41	0	2	0	139	9	14	0
717	699	87	118	12	681	48	92	0	87	118	12	54	115	2	0	219	335	24	0	663	43	84	0	48	92	0	40	106	0	0	152	293	0	0	87	118	12	17	85	0	0	23	49	0	0	54	115	2	0	219	335	24	0	645	40	63	0	43	84	0	37	93	0	0	135	267	0	0	48	92	0	9	61	0	0	8	30	0	0	40	106	0	0	152	293	0	0	87	118	12	4	118	0	0	10	19	12	0	17	85	0	0	23	49	0	0	54	115	2	0	219	335	24	0	627	37	28	0	40	63	0	36	52	0	0	126	202	0	0	43	84	0	8	58	0	0	8	30	0	0	37	93	0	0	135	267	0	0	48	92	0	2	50	0	0	1	10	0	0	9	61	0	0	8	30	0	0	40	106	0	0	152	293	0	0	87	118	12	5	26	6	0	2	11	48	0	4	118	0	0	10	19	12	0	17	85	0	0	23	49	0	0	54	115	2	0	219	335	24	0
625	609	72	89	9	593	41	60	0	72	89	9	41	80	2	0	179	207	27	0	577	38	60	0	41	60	0	35	80	0	0	120	180	0	0	72	89	9	20	0	0	0	23	28	0	0	41	80	2	0	179	207	27	0	561	35	60	0	38	60	0	33	80	0	0	113	180	0	0	41	60	0	12	0	0	0	12	10	0	0	35	80	0	0	120	180	0	0	72	89	9	15	0	0	0	6	7	0	0	20	0	0	0	23	28	0	0	41	80	2	0	179	207	27	0	545	31	60	0	35	60	0	29	80	0	0	105	180	0	0	38	60	0	12	0	0	0	12	10	0	0	33	80	0	0	113	180	0	0	41	60	0	7	0	0	0	2	0	0	0	12	0	0	0	12	10	0	0	35	80	0	0	120	180	0	0	72	89	9	8	0	0	0	5	0	0	0	15	0	0	0	6	7	0	0	20	0	0	0	23	28	0	0	41	80	2	0	179	207	27	0
375	366	50	18	5	357	37	0	0	50	18	5	41	0	2	0	126	6	15	0	348	35	0	0	37	0	0	39	0	0	0	112	0	0	0	50	18	5	19	0	0	0	16	12	0	0	41	0	2	0	126	6	15	0	339	32	0	0	35	0	0	37	0	0	0	105	0	0	0	37	0	0	11	0	0	0	7	0	0	0	39	0	0	0	112	0	0	0	50	18	5	15	0	0	0	6	6	0	0	19	0	0	0	16	12	0	0	41	0	2	0	126	6	15	0	330	28	0	0	32	0	0	33	0	0	0	97	0	0	0	35	0	0	11	0	0	0	7	0	0	0	37	0	0	0	105	0	0	0	37	0	0	7	0	0	0	2	0	0	0	11	0	0	0	7	0	0	0	39	0	0	0	112	0	0	0	50	18	5	8	0	0	0	2	0	0	0	15	0	0	0	6	6	0	0	19	0	0	0	16	12	0	0	41	0	2	0	126	6	15	0
454	443	52	35	2	432	33	10	0	52	35	2	42	0	2	0	129	60	10	0	421	30	5	0	33	10	0	36	0	0	0	101	30	0	0	52	35	2	14	25	0	0	16	15	0	0	42	0	2	0	129	60	10	0	410	28	0	0	30	5	0	34	0	0	0	91	15	0	0	33	10	0	11	0	0	0	7	0	0	0	36	0	0	0	101	30	0	0	52	35	2	15	0	0	0	7	5	2	0	14	25	0	0	16	15	0	0	42	0	2	0	129	60	10	0	399	24	0	0	28	0	0	30	0	0	0	86	0	0	0	30	5	0	11	0	0	0	7	0	0	0	34	0	0	0	91	15	0	0	33	10	0	7	0	0	0	2	0	0	0	11	0	0	0	7	0	0	0	36	0	0	0	101	30	0	0	52	35	2	8	0	0	0	3	0	0	0	15	0	0	0	7	5	2	0	14	25	0	0	16	15	0	0	42	0	2	0	129	60	10	0
