96	97
96	98
96	122
96	123
97	98
97	99
97	123
98	99
98	100
98	122
98	123
98	124
98	125
99	100
99	101
99	124
99	125
100	101
100	102
100	115
100	119
100	124
100	125
101	102
101	103
101	125
102	103
102	104
102	105
102	112
102	113
102	115
102	116
102	119
103	104
103	105
104	105
104	106
104	112
105	106
105	107
105	108
105	112
105	113
105	116
106	107
106	108
107	108
107	109
107	110
107	113
108	109
108	110
108	113
108	114
109	110
109	111
109	113
110	111
110	112
110	113
110	114
110	115
111	112
111	113
111	114
111	115
111	116
112	113
112	114
112	115
112	116
112	117
113	114
113	115
113	116
113	117
113	118
114	115
114	116
114	117
114	118
114	119
115	116
115	117
115	118
115	119
115	120
116	117
116	118
116	119
116	120
116	121
116	124
117	118
117	119
117	120
117	121
117	122
118	119
118	120
118	121
118	122
118	123
119	120
119	121
119	122
119	123
119	124
119	125
120	121
120	122
120	123
120	124
121	122
121	123
121	124
122	123
122	124
123	124
123	125
124	125
