20	21
20	22
20	23
20	24
20	25
20	26
21	22
21	23
21	24
21	25
21	26
21	33
21	34
21	35
21	37
21	38
21	41
22	23
22	24
22	25
22	26
22	27
22	34
22	38
23	24
23	25
23	26
23	27
23	28
24	25
24	26
24	27
24	28
24	29
24	31
24	33
24	34
24	37
25	26
25	27
25	28
25	29
25	30
25	31
25	32
25	34
25	35
25	38
26	27
26	28
26	29
27	28
27	29
28	29
28	30
28	31
28	32
28	34
28	35
29	30
29	31
29	32
29	35
30	31
30	32
30	33
30	35
31	32
31	33
31	34
31	35
31	36
32	33
32	34
32	35
32	36
32	37
33	34
33	35
33	36
33	37
33	38
33	40
34	35
34	36
34	37
34	38
34	39
35	36
35	37
35	38
35	39
35	40
35	53
36	37
36	38
36	39
36	40
36	41
37	38
37	39
37	40
37	41
37	42
38	39
38	40
38	41
38	42
38	43
38	45
38	53
38	54
39	40
39	41
39	42
39	43
39	44
39	53
39	54
40	41
40	42
40	43
40	44
41	42
41	43
41	44
41	45
41	50
42	43
42	44
42	45
42	46
42	49
42	50
42	53
42	54
43	44
43	45
43	46
43	50
43	54
44	45
44	46
45	46
45	47
45	48
45	49
45	50
45	53
46	47
46	48
46	49
46	50
46	51
47	48
47	49
47	50
47	51
47	52
47	54
48	49
48	50
48	51
48	52
49	50
49	51
49	52
49	53
49	54
50	51
50	52
50	53
50	54
51	52
51	53
51	54
52	53
52	54
53	54
