63	64
63	65
63	66
63	67
63	68
64	65
64	66
64	67
64	68
64	69
65	66
65	67
65	68
65	69
65	70
65	72
66	67
66	68
66	69
66	70
66	71
66	154
67	68
67	69
67	70
67	71
67	72
67	74
68	69
68	70
68	71
68	72
68	73
69	70
69	71
69	72
69	73
69	74
69	154
69	158
70	71
70	72
70	73
70	74
70	75
70	154
70	157
70	158
70	159
70	161
71	72
71	73
71	74
71	75
71	76
72	73
72	74
72	75
72	76
72	77
73	74
73	75
73	76
73	77
73	117
73	154
73	155
73	158
73	162
74	75
74	76
74	77
74	114
74	117
74	118
74	121
74	157
74	158
74	159
74	161
74	162
74	165
75	76
75	77
75	78
75	117
75	121
75	162
76	77
76	78
76	114
76	117
77	78
77	79
77	114
77	115
77	117
77	118
77	121
77	155
78	79
78	80
78	114
78	115
78	118
78	119
79	80
79	81
79	118
80	81
80	82
80	87
80	91
80	115
80	118
80	119
80	121
80	122
81	82
81	83
81	87
81	119
81	122
82	83
82	84
82	85
82	87
82	88
82	119
82	122
82	123
82	124
82	125
82	127
83	84
83	85
83	87
83	88
83	127
84	85
84	86
84	87
84	88
84	89
84	127
84	129
85	86
85	87
85	88
85	89
85	90
85	127
85	128
85	129
86	87
86	88
86	89
86	90
86	91
86	129
87	88
87	89
87	90
87	91
87	92
88	89
88	90
88	91
88	92
88	93
88	119
88	124
88	127
88	129
88	130
88	133
89	90
89	91
89	92
89	93
89	94
89	129
89	132
89	133
90	91
90	92
90	93
90	94
90	95
90	133
91	92
91	93
91	94
91	95
91	96
91	115
91	119
92	93
92	94
92	95
92	96
92	97
92	116
92	119
92	129
92	130
92	133
92	134
92	137
93	94
93	95
93	96
93	97
93	98
93	133
93	136
94	95
94	96
94	97
94	98
94	99
95	96
95	97
95	98
95	99
95	100
95	112
95	113
95	115
95	116
95	119
95	137
95	140
96	97
96	98
96	99
96	100
96	101
96	133
96	136
96	137
96	140
97	98
97	99
97	100
97	101
97	104
98	99
98	100
98	101
98	102
98	104
98	105
98	108
98	109
98	112
99	100
99	101
99	102
99	104
99	108
99	109
99	110
99	112
99	113
99	116
99	137
99	140
99	141
99	143
99	144
100	101
100	102
100	104
100	109
100	139
100	140
100	143
101	102
101	103
101	104
101	105
101	109
101	143
102	103
102	104
102	109
102	143
102	147
102	149
103	104
103	105
103	106
103	109
104	105
104	106
104	107
104	108
104	109
105	106
105	107
105	108
105	109
105	110
106	107
106	108
106	109
106	110
106	111
106	147
106	149
106	151
106	152
107	108
107	109
107	110
107	111
107	112
107	152
108	109
108	110
108	111
108	112
108	113
109	110
109	111
109	112
109	113
109	114
109	143
109	144
109	147
109	149
109	152
110	111
110	112
110	113
110	114
110	115
110	117
110	151
110	152
110	155
111	112
111	113
111	114
111	115
111	116
112	113
112	114
112	115
112	116
112	117
113	114
113	115
113	116
113	117
113	118
113	140
113	141
113	144
113	152
113	155
113	156
113	159
114	115
114	116
114	117
114	118
114	119
114	155
114	159
115	116
115	117
115	118
115	119
115	120
116	117
116	118
116	119
116	120
116	121
116	124
116	130
116	134
116	137
116	141
116	159
116	162
116	163
117	118
117	119
117	120
117	121
117	122
117	154
117	155
117	156
117	158
117	159
117	162
118	119
118	120
118	121
118	122
118	123
118	162
119	120
119	121
119	122
119	123
119	124
119	125
119	130
120	121
120	122
120	123
120	124
120	125
120	130
120	159
120	162
120	163
120	166
120	167
121	122
121	123
121	124
121	162
122	123
122	124
122	126
122	127
123	124
123	125
123	126
123	127
124	125
124	126
124	127
124	128
124	130
124	131
125	126
125	127
125	128
125	130
125	131
125	166
125	167
125	170
126	127
126	128
126	130
126	131
127	128
127	129
127	130
127	131
128	129
128	130
128	131
128	132
128	133
129	130
129	131
129	132
129	133
129	134
130	131
130	132
130	133
130	134
130	135
130	137
130	163
130	167
131	132
131	133
131	134
131	135
131	136
131	167
131	170
131	171
132	133
132	134
132	135
132	136
132	137
133	134
133	135
133	136
133	137
133	138
134	135
134	136
134	137
134	138
134	141
134	163
134	167
134	170
134	171
135	136
135	137
135	138
135	139
135	173
135	174
136	137
136	138
136	139
136	140
137	138
137	139
137	140
137	141
137	142
138	139
138	140
138	141
138	142
138	143
138	171
138	173
138	174
138	175
138	177
138	178
139	140
139	141
139	142
139	143
139	144
140	141
140	142
140	143
140	144
140	145
141	142
141	143
141	144
141	145
141	146
141	156
141	159
141	160
141	163
141	171
141	178
141	181
142	143
142	144
142	145
142	146
142	147
142	177
142	178
142	181
143	144
143	145
143	146
143	147
143	152
143	178
144	145
144	146
144	147
144	149
144	152
144	153
144	156
145	146
145	147
145	152
145	153
145	156
145	157
145	178
145	181
145	182
145	185
146	147
146	148
146	153
146	181
146	184
146	185
147	148
147	149
147	150
147	152
147	153
147	185
148	149
148	150
148	153
149	150
149	151
149	152
149	153
149	154
150	151
150	152
150	153
150	154
150	155
151	152
151	153
151	154
151	155
151	156
152	153
152	154
152	155
152	156
152	157
153	154
153	155
153	156
153	157
153	158
153	185
154	155
154	156
154	157
154	158
154	159
155	156
155	157
155	158
155	159
155	160
156	157
156	158
156	159
156	160
156	161
157	158
157	159
157	160
157	161
157	162
157	182
157	185
158	159
158	160
158	161
158	162
158	163
159	160
159	161
159	162
159	163
159	164
160	161
160	162
160	163
160	164
160	165
160	171
160	178
160	182
161	162
161	163
161	164
161	165
161	166
162	163
162	164
162	165
162	166
162	167
163	164
163	165
163	166
163	167
163	168
163	171
164	165
164	166
164	167
164	168
164	169
164	171
165	166
165	167
165	168
166	167
166	168
167	168
167	169
167	170
167	171
168	169
168	170
168	171
168	172
169	170
169	171
169	172
169	173
170	171
170	172
170	173
170	174
171	172
171	173
171	174
171	175
171	176
171	178
172	173
172	174
172	175
172	176
172	177
173	174
173	175
173	176
173	177
173	178
174	175
174	176
174	177
174	178
174	179
175	176
175	177
175	178
175	179
175	180
176	177
176	178
176	179
176	180
177	178
177	179
177	180
177	181
178	179
178	180
178	181
178	182
178	183
179	180
179	181
179	182
179	183
179	184
180	181
180	182
180	183
180	184
180	185
181	182
181	183
181	184
181	185
181	186
182	183
182	184
182	185
182	186
182	187
183	184
183	185
183	186
183	187
184	185
184	186
184	187
185	186
185	187
186	187
