321	310	54	48	0	299	43	42	0	54	48	0	32	21	0	0	54	44	0	0	288	42	42	0	43	42	0	28	21	0	0	46	42	0	0	54	48	0	9	0	0	0	21	7	0	0	32	21	0	0	54	44	0	0	277	41	42	0	42	42	0	28	21	0	0	45	42	0	0	43	42	0	8	0	0	0	13	7	0	0	28	21	0	0	46	42	0	0	53	48	0	7	0	0	0	4	8	0	0	9	0	0	0	21	7	0	0	32	21	0	0	54	44	0	0	266	38	42	0	41	42	0	28	21	0	0	45	42	0	0	42	42	0	8	0	0	0	9	7	0	0	28	21	0	0	45	42	0	0	42	42	0	4	0	0	0	2	7	0	0	8	0	0	0	13	7	0	0	28	21	0	0	46	42	0	0	53	48	0	13	0	0	0	16	6	0	0	7	0	0	0	4	8	0	0	9	0	0	0	21	7	0	0	32	21	0	0	54	44	0	0
306	299	46	15	0	292	39	11	0	46	15	0	30	0	0	0	46	0	0	0	285	39	11	0	39	11	0	30	0	0	0	46	0	0	0	46	15	0	2	0	0	0	4	0	0	0	30	0	0	0	46	0	0	0	278	39	11	0	39	11	0	30	0	0	0	46	0	0	0	39	11	0	2	0	0	0	4	0	0	0	30	0	0	0	46	0	0	0	46	15	0	3	0	0	0	3	0	0	0	2	0	0	0	4	0	0	0	30	0	0	0	46	0	0	0	271	36	10	0	39	11	0	30	0	0	0	46	0	0	0	39	11	0	2	0	0	0	4	0	0	0	30	0	0	0	46	0	0	0	39	11	0	0	0	0	0	2	0	0	0	2	0	0	0	4	0	0	0	30	0	0	0	46	0	0	0	46	15	0	18	4	0	0	23	8	0	0	3	0	0	0	3	0	0	0	2	0	0	0	4	0	0	0	30	0	0	0	46	0	0	0
638	622	100	107	0	606	80	87	0	100	107	0	67	71	0	0	100	145	0	0	590	78	86	0	80	87	0	58	68	0	0	88	141	0	0	100	107	0	9	7	0	0	13	20	0	0	67	71	0	0	100	145	0	0	574	77	83	0	78	86	0	58	68	0	0	87	141	0	0	80	87	0	9	7	0	0	13	20	0	0	58	68	0	0	88	141	0	0	100	107	0	4	12	0	0	10	4	0	0	9	7	0	0	13	20	0	0	67	71	0	0	100	145	0	0	558	71	70	0	77	83	0	57	59	0	0	82	126	0	0	78	86	0	9	7	0	0	9	20	0	0	58	68	0	0	87	141	0	0	80	87	0	4	0	0	0	7	0	0	0	9	7	0	0	13	20	0	0	58	68	0	0	88	141	0	0	100	107	0	23	36	0	0	35	38	0	0	4	12	0	0	10	4	0	0	9	7	0	0	13	20	0	0	67	71	0	0	100	145	0	0
437	428	59	27	0	419	48	20	0	59	27	0	34	15	0	0	55	20	0	0	410	48	20	0	48	20	0	34	15	0	0	55	20	0	0	59	27	0	2	0	0	0	4	0	0	0	34	15	0	0	55	20	0	0	401	48	20	0	48	20	0	34	15	0	0	55	20	0	0	48	20	0	2	0	0	0	4	0	0	0	34	15	0	0	55	20	0	0	59	27	0	3	0	0	0	4	0	0	0	2	0	0	0	4	0	0	0	34	15	0	0	55	20	0	0	392	43	17	0	48	20	0	34	15	0	0	55	20	0	0	48	20	0	2	0	0	0	4	0	0	0	34	15	0	0	55	20	0	0	48	20	0	0	0	0	0	2	0	0	0	2	0	0	0	4	0	0	0	34	15	0	0	55	20	0	0	59	27	0	28	12	0	0	27	24	0	0	3	0	0	0	4	0	0	0	2	0	0	0	4	0	0	0	34	15	0	0	55	20	0	0
515	504	69	47	0	493	60	35	0	69	47	0	50	30	0	0	64	20	0	0	482	60	35	0	60	35	0	50	30	0	0	64	20	0	0	69	47	0	5	0	0	0	6	0	0	0	50	30	0	0	64	20	0	0	471	60	35	0	60	35	0	50	30	0	0	64	20	0	0	60	35	0	5	0	0	0	6	0	0	0	50	30	0	0	64	20	0	0	69	47	0	3	0	0	0	4	0	0	0	5	0	0	0	6	0	0	0	50	30	0	0	64	20	0	0	460	53	29	0	60	35	0	50	30	0	0	64	20	0	0	60	35	0	5	0	0	0	6	0	0	0	50	30	0	0	64	20	0	0	60	35	0	0	0	0	0	2	0	0	0	5	0	0	0	6	0	0	0	50	30	0	0	64	20	0	0	69	47	0	25	18	0	0	27	33	0	0	3	0	0	0	4	0	0	0	5	0	0	0	6	0	0	0	50	30	0	0	64	20	0	0
645	631	91	65	18	617	87	59	0	91	65	18	68	42	0	0	92	28	0	0	603	87	59	0	87	59	0	68	42	0	0	92	28	0	0	91	65	18	16	0	0	0	13	0	0	0	68	42	0	0	92	28	0	0	589	84	59	0	87	59	0	68	42	0	0	92	28	0	0	87	59	0	16	0	0	0	13	0	0	0	68	42	0	0	92	28	0	0	91	65	18	4	0	4	0	6	9	0	0	16	0	0	0	13	0	0	0	68	42	0	0	92	28	0	0	575	68	45	0	84	59	0	63	42	0	0	79	28	0	0	87	59	0	16	0	0	0	13	0	0	0	68	42	0	0	92	28	0	0	87	59	0	4	0	0	0	5	7	0	0	16	0	0	0	13	0	0	0	68	42	0	0	92	28	0	0	91	65	18	12	0	37	0	19	36	36	0	4	0	4	0	6	9	0	0	16	0	0	0	13	0	0	0	68	42	0	0	92	28	0	0
673	657	105	98	7	641	97	83	0	105	98	7	80	123	0	0	135	51	0	0	625	97	83	0	97	83	0	80	123	0	0	135	51	0	0	105	98	7	35	0	0	0	22	0	0	0	80	123	0	0	135	51	0	0	609	94	83	0	97	83	0	80	123	0	0	135	51	0	0	97	83	0	35	0	0	0	22	0	0	0	80	123	0	0	135	51	0	0	105	98	7	13	0	4	0	11	6	0	0	35	0	0	0	22	0	0	0	80	123	0	0	135	51	0	0	593	81	78	0	94	83	0	75	123	0	0	122	51	0	0	97	83	0	35	0	0	0	22	0	0	0	80	123	0	0	135	51	0	0	97	83	0	13	0	0	0	10	5	0	0	35	0	0	0	22	0	0	0	80	123	0	0	135	51	0	0	105	98	7	21	0	21	0	25	24	7	0	13	0	4	0	11	6	0	0	35	0	0	0	22	0	0	0	80	123	0	0	135	51	0	0
729	712	148	113	4	695	128	100	0	148	113	4	119	117	0	0	192	110	0	0	678	123	96	0	128	100	0	100	113	0	0	177	102	0	0	148	113	4	58	20	0	0	27	12	0	0	119	117	0	0	192	110	0	0	661	117	91	0	123	96	0	90	113	0	0	163	99	0	0	128	100	0	44	20	0	0	25	11	0	0	100	113	0	0	177	102	0	0	148	113	4	33	0	4	0	23	14	4	0	58	20	0	0	27	12	0	0	119	117	0	0	192	110	0	0	644	109	86	0	117	91	0	86	108	0	0	144	74	0	0	123	96	0	44	20	0	0	25	10	0	0	90	113	0	0	163	99	0	0	128	100	0	33	0	0	0	22	12	0	0	44	20	0	0	25	11	0	0	100	113	0	0	177	102	0	0	148	113	4	59	0	12	0	60	14	4	0	33	0	4	0	23	14	4	0	58	20	0	0	27	12	0	0	119	117	0	0	192	110	0	0
766	747	169	154	0	728	138	133	0	169	154	0	123	170	0	0	258	289	0	0	709	134	123	0	138	133	0	109	150	0	0	210	267	0	0	169	154	0	63	98	0	0	37	4	0	0	123	170	0	0	258	289	0	0	690	126	119	0	134	123	0	99	142	0	0	196	258	0	0	138	133	0	41	90	0	0	32	4	0	0	109	150	0	0	210	267	0	0	169	154	0	41	36	0	0	32	35	0	0	63	98	0	0	37	4	0	0	123	170	0	0	258	289	0	0	671	116	115	0	126	119	0	97	142	0	0	177	255	0	0	134	123	0	41	90	0	0	32	4	0	0	99	142	0	0	196	258	0	0	138	133	0	39	36	0	0	30	35	0	0	41	90	0	0	32	4	0	0	109	150	0	0	210	267	0	0	169	154	0	65	12	0	0	61	52	0	0	41	36	0	0	32	35	0	0	63	98	0	0	37	4	0	0	123	170	0	0	258	289	0	0
1004	980	218	253	0	956	183	214	0	218	253	0	164	218	0	0	355	256	0	0	932	177	187	0	183	214	0	146	158	0	0	298	176	0	0	218	253	0	60	105	0	0	48	43	0	0	164	218	0	0	355	256	0	0	908	171	166	0	177	187	0	145	122	0	0	287	117	0	0	183	214	0	54	54	0	0	42	30	0	0	146	158	0	0	298	176	0	0	217	253	0	63	108	0	0	58	75	0	0	60	105	0	0	48	43	0	0	164	218	0	0	355	256	0	0	884	153	148	0	171	166	0	141	104	0	0	269	92	0	0	177	187	0	50	18	0	0	37	15	0	0	145	122	0	0	287	117	0	0	182	214	0	42	54	0	0	53	71	0	0	54	54	0	0	42	30	0	0	146	158	0	0	298	176	0	0	216	253	0	105	60	0	0	95	184	0	0	63	108	0	0	58	75	0	0	60	105	0	0	48	43	0	0	163	218	0	0	353	256	0	0
