68	58	43	39	0	48	22	31	0	43	39	0	19	34	0	0	78	79	0	0	38	22	31	0	22	31	0	19	34	0	0	64	79	0	0	43	39	0	2	0	0	0	3	0	0	0	19	34	0	0	78	79	0	0	30	18	27	0	22	31	0	19	34	0	0	64	79	0	0	22	31	0	0	0	0	0	1	0	0	0	19	34	0	0	64	79	0	0	23	23	0	1	0	0	0	4	0	0	0	2	0	0	0	3	0	0	0	19	34	0	0	59	79	0	0	25	13	22	0	18	27	0	15	30	0	0	50	65	0	0	22	31	0	0	0	0	0	1	0	0	0	19	34	0	0	64	79	0	0	15	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	34	0	0	55	79	0	0	14	8	0	11	12	0	0	30	12	0	0	1	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	4	4	0	0	18	14	0	0
69	61	44	24	0	53	30	21	0	44	24	0	27	12	0	0	88	51	0	0	45	30	21	0	30	21	0	27	12	0	0	78	51	0	0	43	24	0	3	0	0	0	5	0	0	0	27	12	0	0	88	51	0	0	38	25	15	0	30	21	0	27	12	0	0	78	51	0	0	29	21	0	0	0	0	0	1	0	0	0	27	12	0	0	78	51	0	0	27	17	0	1	0	0	0	5	0	0	0	3	0	0	0	5	0	0	0	24	12	0	0	71	51	0	0	32	20	11	0	25	15	0	23	6	0	0	61	30	0	0	29	21	0	0	0	0	0	1	0	0	0	27	12	0	0	78	51	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	12	0	0	66	51	0	0	16	11	0	13	5	0	0	31	15	0	0	1	0	0	0	5	0	0	0	3	0	0	0	4	0	0	0	4	6	0	0	22	21	0	0
106	92	65	78	0	78	37	63	0	65	78	0	29	82	0	0	112	176	0	0	64	34	61	0	37	63	0	24	82	0	0	86	163	0	0	58	78	0	10	8	0	0	14	16	0	0	29	82	0	0	112	176	0	0	53	26	52	0	34	61	0	22	80	0	0	81	156	0	0	33	63	0	2	0	0	0	5	8	0	0	24	82	0	0	86	163	0	0	34	45	0	1	4	0	0	11	4	0	0	10	8	0	0	14	16	0	0	21	82	0	0	82	143	0	0	45	20	45	0	26	52	0	17	72	0	0	57	128	0	0	31	61	0	0	0	0	0	4	8	0	0	22	80	0	0	81	156	0	0	22	39	0	0	0	0	0	3	0	0	0	2	0	0	0	5	8	0	0	19	82	0	0	71	139	0	0	25	21	0	12	21	0	0	34	25	0	0	1	4	0	0	11	4	0	0	10	8	0	0	14	8	0	0	9	10	0	0	41	39	0	0
67	58	37	30	0	49	26	24	0	37	30	0	22	15	0	0	72	30	0	0	41	24	23	0	26	24	0	20	15	0	0	62	27	0	0	32	22	0	11	3	0	0	15	6	0	0	22	15	0	0	72	30	0	0	36	17	20	0	24	23	0	18	15	0	0	57	24	0	0	24	19	0	2	0	0	0	6	0	0	0	20	15	0	0	62	27	0	0	25	7	0	2	0	0	0	10	3	0	0	11	3	0	0	15	6	0	0	20	0	0	0	60	15	0	0	31	14	20	0	17	20	0	13	15	0	0	36	15	0	0	22	18	0	0	0	0	0	5	0	0	0	18	15	0	0	57	24	0	0	17	4	0	0	0	0	0	3	0	0	0	2	0	0	0	6	0	0	0	18	0	0	0	50	12	0	0	20	7	0	8	0	0	0	21	3	0	0	2	0	0	0	10	3	0	0	11	3	0	0	14	6	0	0	9	0	0	0	37	15	0	0
80	71	42	31	0	62	27	24	0	42	31	0	31	7	0	0	71	56	0	0	54	20	18	0	27	24	0	19	7	0	0	58	46	0	0	37	23	0	6	12	0	0	16	17	0	0	31	7	0	0	71	56	0	0	47	16	14	0	20	18	0	17	7	0	0	43	31	0	0	25	17	0	2	0	0	0	9	5	0	0	19	7	0	0	58	46	0	0	29	16	0	2	0	0	0	28	2	0	0	6	12	0	0	16	17	0	0	27	0	0	0	59	35	0	0	40	14	14	0	16	14	0	14	7	0	0	31	21	0	0	18	11	0	0	0	0	0	4	2	0	0	17	7	0	0	43	31	0	0	17	10	0	0	0	0	0	4	0	0	0	2	0	0	0	9	5	0	0	15	0	0	0	46	25	0	0	25	16	0	7	0	0	0	24	2	0	0	2	0	0	0	28	2	0	0	6	12	0	0	15	17	0	0	17	0	0	0	41	35	0	0
114	101	71	62	9	88	50	50	0	70	62	9	52	46	0	0	118	108	9	0	76	36	35	0	49	50	0	37	30	0	0	96	86	0	0	59	50	9	19	20	15	0	37	43	18	0	50	46	0	0	114	108	9	0	65	29	28	0	35	35	0	29	17	0	0	65	52	0	0	41	39	0	8	12	0	0	28	33	0	0	35	30	0	0	92	86	0	0	50	39	9	29	6	4	0	51	46	9	0	19	20	15	0	37	43	18	0	45	35	0	0	99	75	9	0	54	23	21	0	28	28	0	23	11	0	0	58	39	0	0	27	24	0	8	0	0	0	22	21	0	0	27	17	0	0	61	52	0	0	32	28	0	11	0	0	0	16	23	0	0	8	12	0	0	28	33	0	0	30	19	0	0	77	53	0	0	42	39	9	17	10	0	0	28	27	9	0	29	6	4	0	51	46	9	0	13	20	15	0	27	43	18	0	32	35	0	0	69	75	9	0
82	74	46	20	2	66	32	8	0	44	20	2	24	16	0	0	76	38	4	0	58	24	0	0	30	8	0	14	0	0	0	60	20	0	0	40	20	2	9	0	4	0	30	10	4	0	22	16	0	0	73	38	4	0	50	15	0	0	22	0	0	9	0	0	0	43	0	0	0	26	8	0	2	0	0	0	26	4	0	0	12	0	0	0	57	20	0	0	37	20	2	13	0	0	0	39	32	0	0	9	0	4	0	30	10	4	0	20	16	0	0	64	38	4	0	42	11	0	0	13	0	0	8	0	0	0	29	0	0	0	18	0	0	0	0	0	0	21	0	0	0	7	0	0	0	40	0	0	0	23	8	0	0	0	0	0	11	0	0	0	2	0	0	0	26	4	0	0	10	0	0	0	48	20	0	0	36	20	2	10	0	0	0	26	0	0	0	13	0	0	0	39	32	0	0	9	0	4	0	30	10	4	0	19	16	0	0	59	38	4	0
93	84	51	24	2	75	35	10	0	47	24	2	27	20	0	0	81	45	4	0	66	27	0	0	31	10	0	17	0	0	0	65	25	0	0	42	24	2	9	0	4	0	26	12	4	0	23	20	0	0	76	45	4	0	57	20	0	0	23	0	0	12	0	0	0	48	0	0	0	26	10	0	2	0	0	0	22	5	0	0	13	0	0	0	60	25	0	0	39	24	2	15	0	0	0	45	30	0	0	9	0	4	0	26	12	4	0	21	20	0	0	67	45	4	0	48	15	0	0	16	0	0	11	0	0	0	35	0	0	0	18	0	0	0	0	0	0	17	0	0	0	8	0	0	0	43	0	0	0	23	10	0	0	0	0	0	9	0	0	0	2	0	0	0	22	5	0	0	11	0	0	0	51	25	0	0	38	24	2	13	0	0	0	28	0	0	0	15	0	0	0	45	30	0	0	9	0	4	0	26	12	4	0	20	20	0	0	62	45	4	0
116	101	76	89	0	87	53	68	0	62	75	0	45	48	0	0	103	147	0	0	75	41	68	0	42	56	0	25	48	0	0	72	124	0	0	54	51	0	13	0	0	0	34	44	0	0	37	24	0	0	95	111	0	0	63	25	56	0	30	56	0	17	48	0	0	50	124	0	0	34	32	0	5	0	0	0	29	40	0	0	17	24	0	0	64	88	0	0	53	51	0	23	48	0	0	57	64	0	0	13	0	0	0	34	44	0	0	36	24	0	0	92	111	0	0	51	19	38	0	14	44	0	10	36	0	0	16	100	0	0	22	32	0	3	0	0	0	25	40	0	0	9	24	0	0	42	88	0	0	33	32	0	10	0	0	0	20	8	0	0	5	0	0	0	29	40	0	0	16	24	0	0	61	88	0	0	52	51	0	24	38	0	0	19	30	0	0	23	48	0	0	57	64	0	0	10	0	0	0	30	44	0	0	36	24	0	0	90	111	0	0
59	50	39	33	0	43	27	26	0	28	19	0	21	16	0	0	49	28	0	0	37	24	26	0	18	14	0	13	16	0	0	39	28	0	0	25	13	0	0	0	0	0	12	4	0	0	17	4	0	0	44	16	0	0	31	18	24	0	15	14	0	13	16	0	0	34	28	0	0	15	8	0	0	0	0	0	10	4	0	0	9	4	0	0	34	16	0	0	25	13	0	13	4	0	0	24	12	0	0	0	0	0	0	12	4	0	0	17	4	0	0	44	16	0	0	25	13	19	0	9	12	0	7	14	0	0	16	20	0	0	12	8	0	0	0	0	0	9	4	0	0	9	4	0	0	29	16	0	0	15	8	0	1	0	0	0	4	0	0	0	0	0	0	0	10	4	0	0	9	4	0	0	34	16	0	0	25	13	0	12	9	0	0	9	4	0	0	13	4	0	0	24	12	0	0	0	0	0	0	12	4	0	0	17	4	0	0	44	16	0	0
